month,vessel_type,number_of_vessels,gross_tonnage
2011-11,Freighter,695,3370.72
2011-11,Bulk Carrier,1168,55142.97
2011-11,Tanker,1761,50674.17
2011-11,Passenger,2832,2221.42
2011-11,Barges,841,1402.51
2011-11,Tug,859,212.23
2011-11,Miscellaneous,774,8817.95
2011-12,Container,1608,55792.01
2011-12,Freighter,720,3817.67
2011-12,Bulk Carrier,1106,52418.92
2011-12,Tanker,1913,61503.69
2011-12,Passenger,3056,2716.19
2011-12,Barges,930,1536.51
2011-12,Tug,923,226.03
2011-12,Miscellaneous,779,10158.24
2012-01,Container,1565,54893.77
2012-01,Freighter,664,3521.47
2012-01,Bulk Carrier,1205,58006.81
2012-01,Tanker,1902,58583.67
2012-01,Passenger,3010,2198.14
2012-01,Barges,826,1428.4
2012-01,Tug,795,173.35
2012-01,Miscellaneous,776,11008.7
2012-02,Container,1390,48320.5
2012-02,Freighter,683,3363.67
2012-02,Bulk Carrier,1057,50815.09
2012-02,Tanker,1784,54639.27
2012-02,Passenger,2767,2772.99
2012-02,Barges,847,1422.94
2012-02,Tug,861,196.02
2012-02,Miscellaneous,731,9546.75
2012-03,Container,1548,54998.69
2012-03,Freighter,711,3675.48
2012-03,Bulk Carrier,1135,53105.64
2012-03,Tanker,1945,63947.55
2012-03,Passenger,2991,3508.74
2012-03,Barges,915,1544.15
2012-03,Tug,968,251.35
2012-03,Miscellaneous,837,10908
2012-04,Container,1470,54092.38
2012-04,Freighter,628,3229
2012-04,Bulk Carrier,1189,57238.12
2012-04,Tanker,1851,58078.3
2012-04,Passenger,2938,2393.9
2012-04,Barges,898,1408.18
2012-04,Tug,915,231.73
2012-04,Miscellaneous,780,10123.11
2012-05,Container,1583,59155.94
2012-05,Freighter,697,3690.57
2012-05,Bulk Carrier,1237,58582.58
2012-05,Tanker,1945,61286.07
2012-05,Passenger,3047,2028.84
2012-05,Barges,907,1480.44
2012-05,Tug,959,263.72
2012-05,Miscellaneous,843,11305.82
2012-06,Container,1532,58197.59
2012-06,Freighter,672,2942.92
2012-06,Bulk Carrier,1105,51790.17
2012-06,Tanker,1805,58467.08
2012-06,Passenger,2981,2170.82
2012-06,Barges,934,1624.58
2012-06,Tug,938,229.62
2012-06,Miscellaneous,823,10968.31
2012-07,Container,1635,60606.22
2012-07,Freighter,742,3512.24
2012-07,Bulk Carrier,1166,57127.86
2012-07,Tanker,1818,55418.25
2012-07,Passenger,3031,1790.79
2012-07,Barges,940,1596.9
2012-07,Tug,982,257.97
2012-07,Miscellaneous,785,11420.12
2012-08,Container,1617,61338.16
2012-08,Freighter,641,3366.01
2012-08,Bulk Carrier,1140,54509.47
2012-08,Tanker,1810,55776.15
2012-08,Passenger,3073,1808.39
2012-08,Barges,870,1429.96
2012-08,Tug,923,228.21
2012-08,Miscellaneous,751,10916.88
2012-09,Container,1566,58822.29
2012-09,Freighter,639,3433.78
2012-09,Bulk Carrier,1053,49505.28
2012-09,Tanker,1834,56144.34
2012-09,Passenger,2938,1666.47
2012-09,Barges,941,1640.13
2012-09,Tug,1012,233.35
2012-09,Miscellaneous,785,11268.38
2012-10,Container,1579,58497.37
2012-10,Freighter,673,3303.06
2012-10,Bulk Carrier,1167,56608.07
2012-10,Tanker,1843,56729.15
2012-10,Passenger,3152,2248.35
2012-10,Barges,882,1502
2012-10,Tug,922,238.39
2012-10,Miscellaneous,741,10688.8
2012-11,Container,1522,57631
2012-11,Freighter,679,3594.36
2012-11,Bulk Carrier,1176,56468.62
2012-11,Tanker,1842,57084.95
2012-11,Passenger,3153,3017.99
2012-11,Barges,844,1491.33
2012-11,Tug,909,214.84
2012-11,Miscellaneous,781,10428.82
2012-12,Container,1560,58166.1
2012-12,Freighter,674,3595.99
2012-12,Bulk Carrier,1092,50897.58
2012-12,Tanker,1851,57684.66
2012-12,Passenger,3537,3592.77
2012-12,Barges,864,1604.64
2012-12,Tug,918,229.05
2012-12,Miscellaneous,779,11206.98
2013-01,Container,1544,58980.12
2013-01,Freighter,706,3450.27
2013-01,Bulk Carrier,1278,60874.15
2013-01,Tanker,1887,58141.83
2013-01,Passenger,3593,2821.49
2013-01,Barges,830,1363.26
2013-01,Tug,890,198.05
2013-01,Miscellaneous,836,10837.34
2013-02,Container,1322,50189
2013-02,Freighter,609,3098.77
2013-02,Bulk Carrier,1055,51810.64
2013-02,Tanker,1750,55493.63
2013-02,Passenger,3329,2755.18
2013-02,Barges,760,1386.18
2013-02,Tug,824,198.76
2013-02,Miscellaneous,714,10385.47
2013-03,Container,1487,57193.14
2013-03,Freighter,689,4038.88
2013-03,Bulk Carrier,1150,52705.92
2013-03,Tanker,1846,55825
2013-03,Passenger,3650,3662.99
2013-03,Barges,927,1596.84
2013-03,Tug,1018,237.44
2013-03,Miscellaneous,812,11041.69
2013-04,Container,1472,56725.39
2013-04,Freighter,721,3747.16
2013-04,Bulk Carrier,1218,57407.23
2013-04,Tanker,1895,56594.2
2013-04,Passenger,3425,2450.06
2013-04,Barges,895,1570.76
2013-04,Tug,949,241.11
2013-04,Miscellaneous,785,10670.59
2013-05,Container,1533,60488.96
2013-05,Freighter,676,3959.85
2013-05,Bulk Carrier,1245,56859.83
2013-05,Tanker,1937,62079.14
2013-05,Passenger,3661,2779.22
2013-05,Barges,932,1651.53
2013-05,Tug,1027,234.96
2013-05,Miscellaneous,792,11551.69
2013-06,Container,1494,60028.51
2013-06,Freighter,630,3274.56
2013-06,Bulk Carrier,1260,55187.77
2013-06,Tanker,1818,56592.51
2013-06,Passenger,3648,2546.86
2013-06,Barges,921,1534.59
2013-06,Tug,1004,231.47
2013-06,Miscellaneous,790,10474.71
2013-07,Container,1548,62308.07
2013-07,Freighter,678,3712.75
2013-07,Bulk Carrier,1301,61966.81
2013-07,Tanker,1952,61891.39
2013-07,Passenger,3741,2085.74
2013-07,Barges,982,1628.49
2013-07,Tug,1032,213.66
2013-07,Miscellaneous,758,10648.17
2013-08,Container,1494,62746.01
2013-08,Freighter,621,3676.71
2013-08,Bulk Carrier,1299,59257.76
2013-08,Tanker,1890,59526.93
2013-08,Passenger,3985,2119.89
2013-08,Barges,900,1503.75
2013-08,Tug,973,214.76
2013-08,Miscellaneous,759,9886.51
2013-09,Container,1479,60795.52
2013-09,Freighter,637,3583.14
2013-09,Bulk Carrier,1230,59498.44
2013-09,Tanker,1834,56424.28
2013-09,Passenger,3782,2014.07
2013-09,Barges,933,1573.18
2013-09,Tug,1021,241.17
2013-09,Miscellaneous,800,11220.26
2013-10,Container,1506,60488.14
2013-10,Freighter,716,3737.07
2013-10,Bulk Carrier,1239,59537.58
2013-10,Tanker,1921,57520.26
2013-10,Passenger,3872,2382.77
2013-10,Barges,939,1723.42
2013-10,Tug,1009,246.92
2013-10,Miscellaneous,773,10905.28
2013-11,Container,1423,59545.7
2013-11,Freighter,676,3516.85
2013-11,Bulk Carrier,1159,56629.52
2013-11,Tanker,1917,60105.09
2013-11,Passenger,3836,3644.96
2013-11,Barges,883,1697.18
2013-11,Tug,970,236.97
2013-11,Miscellaneous,803,10979.51
2013-12,Container,1496,60443.51
2013-12,Freighter,631,3405.18
2013-12,Bulk Carrier,1096,51649.34
2013-12,Tanker,1970,64649.29
2013-12,Passenger,3970,4299.97
2013-12,Barges,936,1729.92
2013-12,Tug,1015,246.31
2013-12,Miscellaneous,798,10891.16
2014-01,Container,1475,60698.96
2014-01,Freighter,665,4081.02
2014-01,Bulk Carrier,1329,66355.75
2014-01,Tanker,2007,67180
2014-01,Passenger,3885,3115.56
2014-01,Barges,754,1432.16
2014-01,Tug,840,193.72
2014-01,Miscellaneous,799,11690.81
2014-02,Container,1287,52773.81
2014-02,Freighter,559,3247.21
2014-02,Bulk Carrier,1089,51238.91
2014-02,Tanker,1765,57277.54
2014-02,Passenger,3568,3610.08
2014-02,Barges,772,1314.39
2014-02,Tug,824,169.68
2014-02,Miscellaneous,815,10569.71
2014-03,Container,1467,62130.11
2014-03,Freighter,659,3599.71
2014-03,Bulk Carrier,1248,59940.45
2014-03,Tanker,1929,61052.01
2014-03,Passenger,3879,3807.18
2014-03,Barges,886,1540.74
2014-03,Tug,966,218.35
2014-03,Miscellaneous,852,11075.81
2014-04,Container,1440,60136.8
2014-04,Freighter,650,3774.88
2014-04,Bulk Carrier,1189,53743.82
2014-04,Tanker,1876,59913.32
2014-04,Passenger,3690,2327.92
2014-04,Barges,838,1449.74
2014-04,Tug,905,206.26
2014-04,Miscellaneous,844,12166.86
2014-05,Container,1468,63088.2
2014-05,Freighter,632,3295.49
2014-05,Bulk Carrier,1269,59143.41
2014-05,Tanker,1958,61920.19
2014-05,Passenger,3705,1576.79
2014-05,Barges,844,1481.66
2014-05,Tug,904,201.77
2014-05,Miscellaneous,809,11329.61
2014-06,Container,1430,61826.04
2014-06,Freighter,657,3097.3
2014-06,Bulk Carrier,1243,56983.58
2014-06,Tanker,1790,53330.04
2014-06,Passenger,3579,1433.27
2014-06,Barges,831,1351.72
2014-06,Tug,888,195.67
2014-06,Miscellaneous,809,10821.29
2014-07,Container,1452,64126.07
2014-07,Freighter,610,3371.58
2014-07,Bulk Carrier,1251,59333.64
2014-07,Tanker,1895,59477.66
2014-07,Passenger,3425,1604.31
2014-07,Barges,810,1333.6
2014-07,Tug,887,203.39
2014-07,Miscellaneous,842,11874.52
2014-08,Container,1434,63958.3
2014-08,Freighter,633,3562.24
2014-08,Bulk Carrier,1205,56067.63
2014-08,Tanker,1827,60930.11
2014-08,Passenger,3332,1563.23
2014-08,Barges,878,1460.8
2014-08,Tug,953,228.13
2014-08,Miscellaneous,829,11905.69
2014-09,Container,1413,62034.02
2014-09,Freighter,595,3071.89
2014-09,Bulk Carrier,1301,60449.65
2014-09,Tanker,1764,56510.88
2014-09,Passenger,3084,1418.1
2014-09,Barges,896,1625.85
2014-09,Tug,991,234.49
2014-09,Miscellaneous,774,11339.27
2014-10,Container,1453,62861.72
2014-10,Freighter,666,3430.66
2014-10,Bulk Carrier,1250,56716.53
2014-10,Tanker,1857,56623.09
2014-10,Passenger,3283,2023.61
2014-10,Barges,935,1611.83
2014-10,Tug,1012,218.94
2014-10,Miscellaneous,825,11997.29
2014-11,Container,1410,62421.88
2014-11,Freighter,606,2872.81
2014-11,Bulk Carrier,1255,62175.06
2014-11,Tanker,1761,57379.3
2014-11,Passenger,3149,3176.51
2014-11,Barges,855,1419.91
2014-11,Tug,943,207.91
2014-11,Miscellaneous,787,12387.19
2014-12,Container,1490,63490.6
2014-12,Freighter,659,3203.09
2014-12,Bulk Carrier,1174,52005.41
2014-12,Tanker,1789,55869.85
2014-12,Passenger,3355,4222.75
2014-12,Barges,887,1539.73
2014-12,Tug,988,226.63
2014-12,Miscellaneous,846,12230.54
2015-01,Container,1458,64632.96
2015-01,Freighter,692,3397.55
2015-01,Bulk Carrier,1359,62269.86
2015-01,Tanker,1851,60045.76
2015-01,Passenger,3187,3863.58
2015-01,Barges,895,1432.85
2015-01,Tug,980,219.75
2015-01,Miscellaneous,897,12853.5
2015-02,Container,1349,60158.97
2015-02,Freighter,559,2716.4
2015-02,Bulk Carrier,1199,56398.75
2015-02,Tanker,1711,54219.4
2015-02,Passenger,3093,3904.5
2015-02,Barges,730,1282.07
2015-02,Tug,851,213.45
2015-02,Miscellaneous,748,10742.89
2015-03,Container,1453,60778.99
2015-03,Freighter,673,3320.93
2015-03,Bulk Carrier,1254,57549.71
2015-03,Tanker,1838,61795.78
2015-03,Passenger,3180,3042.46
2015-03,Barges,873,1459.77
2015-03,Tug,990,230.47
2015-03,Miscellaneous,865,12303.26
2015-04,Container,1496,64462.02
2015-04,Freighter,671,3231.21
2015-04,Bulk Carrier,1327,61083.82
2015-04,Tanker,1859,61316.9
2015-04,Passenger,2824,2127.02
2015-04,Barges,821,1307.71
2015-04,Tug,944,204.32
2015-04,Miscellaneous,820,12013.91
2015-05,Container,1524,64432.7
2015-05,Freighter,694,3747.81
2015-05,Bulk Carrier,1431,65341.77
2015-05,Tanker,1851,60615.97
2015-05,Passenger,3058,1700.47
2015-05,Barges,800,1318.02
2015-05,Tug,903,185.57
2015-05,Miscellaneous,760,11273.07
2015-06,Container,1492,64818.12
2015-06,Freighter,684,3063.6
2015-06,Bulk Carrier,1332,61228.34
2015-06,Tanker,1763,58020.11
2015-06,Passenger,3154,1864.62
2015-06,Barges,848,1358.94
2015-06,Tug,934,195.95
2015-06,Miscellaneous,753,11745.61
2015-07,Container,1531,67765.22
2015-07,Freighter,677,3558.79
2015-07,Bulk Carrier,1396,63983.74
2015-07,Tanker,1828,61222.92
2015-07,Passenger,3344,1552.66
2015-07,Barges,829,1387.36
2015-07,Tug,948,205.6
2015-07,Miscellaneous,742,11272.68
2015-08,Container,1526,67081.63
2015-08,Freighter,680,3916.58
2015-08,Bulk Carrier,1551,74763.84
2015-08,Tanker,1898,64428.56
2015-08,Passenger,3455,1493.21
2015-08,Barges,769,1215.24
2015-08,Tug,909,188.17
2015-08,Miscellaneous,748,12214.83
2015-09,Container,1486,65001.1
2015-09,Freighter,647,3821.14
2015-09,Bulk Carrier,1428,67596.38
2015-09,Tanker,1764,56605.83
2015-09,Passenger,3316,1774.21
2015-09,Barges,751,1266.81
2015-09,Tug,898,224.2
2015-09,Miscellaneous,755,12267.86
2015-10,Container,1450,64397.28
2015-10,Freighter,641,3854.16
2015-10,Bulk Carrier,1386,65308.41
2015-10,Tanker,1901,61680.12
2015-10,Passenger,3396,2325.29
2015-10,Barges,749,1185.49
2015-10,Tug,843,184.38
2015-10,Miscellaneous,778,11834.85
2015-11,Container,1445,64843.53
2015-11,Freighter,624,3530.85
2015-11,Bulk Carrier,1404,65959.33
2015-11,Tanker,1853,58012.31
2015-11,Passenger,3347,3827.7
2015-11,Barges,762,1308.87
2015-11,Tug,862,204.16
2015-11,Miscellaneous,749,11732.18
2015-12,Container,1512,66400.79
2015-12,Freighter,658,3692.24
2015-12,Bulk Carrier,1493,73844.83
2015-12,Tanker,1945,61481.84
2015-12,Passenger,3514,4737.14
2015-12,Barges,731,1239.46
2015-12,Tug,829,221.29
2015-12,Miscellaneous,746,12048.37
2016-01,Container,1517,68129.06
2016-01,Freighter,654,3827.52
2016-01,Bulk Carrier,1528,76040.76
2016-01,Tanker,2048,62755.72
2016-01,Passenger,3426,4495.26
2016-01,Barges,792,1270.07
2016-01,Tug,896,207.25
2016-01,Miscellaneous,796,12159.11
2016-02,Container,1397,63181.1
2016-02,Freighter,584,3677.64
2016-02,Bulk Carrier,1304,61581.29
2016-02,Tanker,1904,59920.73
2016-02,Passenger,3311,4138.88
2016-02,Barges,650,1043.93
2016-02,Tug,761,190.82
2016-02,Miscellaneous,710,10536.54
2016-03,Container,1538,68218.1
2016-03,Freighter,701,3695.38
2016-03,Bulk Carrier,1510,72867.79
2016-03,Tanker,2067,66092.32
2016-03,Passenger,3461,3431.64
2016-03,Barges,812,1308.33
2016-03,Tug,942,221.24
2016-03,Miscellaneous,758,11678.16
2016-04,Container,1481,68173.31
2016-04,Freighter,655,3891.11
2016-04,Bulk Carrier,1476,70977.59
2016-04,Tanker,2030,66279.54
2016-04,Passenger,3356,2772.55
2016-04,Barges,822,1368.02
2016-04,Tug,975,248.86
2016-04,Miscellaneous,735,11434
2016-05,Container,1581,72371
2016-05,Freighter,650,3975.44
2016-05,Bulk Carrier,1469,72333.5
2016-05,Tanker,1994,66999.05
2016-05,Passenger,3592,1977.09
2016-05,Barges,778,1224.42
2016-05,Tug,900,202.24
2016-05,Miscellaneous,744,11233.23
2016-06,Container,1529,71714.67
2016-06,Freighter,651,3482.37
2016-06,Bulk Carrier,1402,65206.3
2016-06,Tanker,2002,68138.86
2016-06,Passenger,3423,1854.71
2016-06,Barges,783,1232.09
2016-06,Tug,965,223.16
2016-06,Miscellaneous,699,10823.91
2016-07,Container,1480,71316.59
2016-07,Freighter,575,3740.09
2016-07,Bulk Carrier,1385,67463.3
2016-07,Tanker,1981,66055.85
2016-07,Passenger,3481,1699.86
2016-07,Barges,777,1268.51
2016-07,Tug,931,224.34
2016-07,Miscellaneous,712,11098.35
2016-08,Container,1546,71534.67
2016-08,Freighter,777,4704.81
2016-08,Bulk Carrier,1452,71944.29
2016-08,Tanker,1917,64972.91
2016-08,Passenger,3413,1857.79
2016-08,Barges,833,1326.39
2016-08,Tug,1010,257.04
2016-08,Miscellaneous,760,11143.57
2016-09,Container,1491,69597.17
2016-09,Freighter,782,4314.41
2016-09,Bulk Carrier,1286,60120.71
2016-09,Tanker,1935,64282.98
2016-09,Passenger,3420,1638.99
2016-09,Barges,808,1317.13
2016-09,Tug,1003,217.87
2016-09,Miscellaneous,712,10597.56
2016-10,Container,1448,63771.3
2016-10,Freighter,897,5425.64
2016-10,Bulk Carrier,1416,68913.05
2016-10,Tanker,1959,65411.98
2016-10,Passenger,3584,2978.94
2016-10,Barges,827,1342.06
2016-10,Tug,1009,235.5
2016-10,Miscellaneous,788,12004.71
2016-11,Container,1431,63662.38
2016-11,Freighter,923,5197.04
2016-11,Bulk Carrier,1354,67916.75
2016-11,Tanker,1918,66269.33
2016-11,Passenger,3491,4532.67
2016-11,Barges,792,1195.32
2016-11,Tug,948,244.15
2016-11,Miscellaneous,856,12294.18
2016-12,Container,1493,67345.11
2016-12,Freighter,837,4762.96
2016-12,Bulk Carrier,1378,64517.8
2016-12,Tanker,1940,63669.68
2016-12,Passenger,3759,4792.86
2016-12,Barges,822,1280.61
2016-12,Tug,1003,226.65
2016-12,Miscellaneous,899,13203.24
2017-01,Container,1485,66642.88
2017-01,Freighter,631,4178.49
2017-01,Bulk Carrier,1452,71720.71
2017-01,Tanker,2097,74696.33
2017-01,Passenger,3774,4349.03
2017-01,Barges,714,1139.07
2017-01,Tug,890,225.55
2017-01,Miscellaneous,882,12366.75
2017-02,Container,1266,57311.55
2017-02,Freighter,563,3502.05
2017-02,Bulk Carrier,1297,65394.25
2017-02,Tanker,1867,64420.07
2017-02,Passenger,3326,4133.68
2017-02,Barges,697,1113.77
2017-02,Tug,818,203.15
2017-02,Miscellaneous,832,11741.58
2017-03,Container,1467,66042.59
2017-03,Freighter,700,4116.27
2017-03,Bulk Carrier,1363,67394.91
2017-03,Tanker,2193,77171.09
2017-03,Passenger,3728,5290.01
2017-03,Barges,845,1375.13
2017-03,Tug,1009,229.7
2017-03,Miscellaneous,1013,12847.2
2017-04,Container,1456,65813.65
2017-04,Freighter,618,4135.39
2017-04,Bulk Carrier,1392,69018.46
2017-04,Tanker,2039,70158.82
2017-04,Passenger,3694,3003.04
2017-04,Barges,770,1215.3
2017-04,Tug,927,201.46
2017-04,Miscellaneous,1364,15918.74
2017-05,Container,1535,73930.47
2017-05,Freighter,677,3765.34
2017-05,Bulk Carrier,1397,70810.12
2017-05,Tanker,2049,73074.08
2017-05,Passenger,3770,3157.28
2017-05,Barges,752,1231.89
2017-05,Tug,870,187.44
2017-05,Miscellaneous,1605,17641.53
2017-06,Container,1471,70277.11
2017-06,Freighter,597,3999.96
2017-06,Bulk Carrier,1379,69125.74
2017-06,Tanker,2041,72507.16
2017-06,Passenger,3812,2507.91
2017-06,Barges,712,1163.44
2017-06,Tug,842,178.38
2017-06,Miscellaneous,1421,15728.6
2017-07,Container,1501,73296.99
2017-07,Freighter,594,3415.49
2017-07,Bulk Carrier,1282,63236.32
2017-07,Tanker,2037,77465.65
2017-07,Passenger,3852,1838.48
2017-07,Barges,809,1235.37
2017-07,Tug,939,202.18
2017-07,Miscellaneous,797,11354.18
2017-08,Container,1531,74122.49
2017-08,Freighter,576,3347.69
2017-08,Bulk Carrier,1308,66924.55
2017-08,Tanker,1990,74537.7
2017-08,Passenger,3848,1683.25
2017-08,Barges,857,1324.92
2017-08,Tug,988,236.2
2017-08,Miscellaneous,818,12212.76
2017-09,Container,1501,73600.03
2017-09,Freighter,557,3326.28
2017-09,Bulk Carrier,1287,66536.2
2017-09,Tanker,2003,72387.42
2017-09,Passenger,3795,2489.57
2017-09,Barges,791,1252.25
2017-09,Tug,900,213.65
2017-09,Miscellaneous,785,11613.81
2017-10,Container,1479,72013.31
2017-10,Freighter,634,3525.84
2017-10,Bulk Carrier,1302,64270.55
2017-10,Tanker,2013,72826.54
2017-10,Passenger,3885,3143.51
2017-10,Barges,789,1237.06
2017-10,Tug,933,222.54
2017-10,Miscellaneous,1514,17254.87
2017-11,Container,1461,72421.57
2017-11,Freighter,635,3280.86
2017-11,Bulk Carrier,1269,65280.91
2017-11,Tanker,2043,71131.9
2017-11,Passenger,3775,4939.82
2017-11,Barges,748,1170.71
2017-11,Tug,883,234.05
2017-11,Miscellaneous,1533,17734.24
2017-12,Container,1510,74388.71
2017-12,Freighter,645,3419.4
2017-12,Bulk Carrier,1283,64626.08
2017-12,Tanker,2039,75464.16
2017-12,Passenger,4070,5354.01
2017-12,Barges,733,1159.63
2017-12,Tug,888,212.3
2017-12,Miscellaneous,1638,20061.88
2018-01,Container,1551,75652.09
2018-01,Freighter,647,3113.19
2018-01,Bulk Carrier,1418,73233.08
2018-01,Tanker,2063,72409.91
2018-01,Passenger,3797,5049.26
2018-01,Barges,724,1108.16
2018-01,Tug,856,194.05
2018-01,Miscellaneous,1586,18884.52
2018-02,Container,1391,69598.24
2018-02,Freighter,525,3161.37
2018-02,Bulk Carrier,1160,57524.63
2018-02,Tanker,1878,70402.25
2018-02,Passenger,3618,4946.64
2018-02,Barges,572,894.22
2018-02,Tug,687,179.45
2018-02,Miscellaneous,1299,17540.81
2018-03,Container,1512,72981.51
2018-03,Freighter,648,3883.28
2018-03,Bulk Carrier,1273,62314.74
2018-03,Tanker,2109,76209.91
2018-03,Passenger,4030,5655.74
2018-03,Barges,749,1222.07
2018-03,Tug,920,246.53
2018-03,Miscellaneous,1305,16175.71
2018-04,Container,1472,72330.99
2018-04,Freighter,609,3757.44
2018-04,Bulk Carrier,1295,65204.93
2018-04,Tanker,2055,78273.39
2018-04,Passenger,3844,4351.48
2018-04,Barges,751,1140.94
2018-04,Tug,865,212.42
2018-04,Miscellaneous,1242,15737.08
2018-05,Container,1554,76871.37
2018-05,Freighter,619,3813.27
2018-05,Bulk Carrier,1278,62348.74
2018-05,Tanker,2007,72251.69
2018-05,Passenger,3981,4166.7
2018-05,Barges,766,1185.43
2018-05,Tug,890,216.17
2018-05,Miscellaneous,1130,15753.76
2018-06,Container,1488,75492.81
2018-06,Freighter,495,3015.99
2018-06,Bulk Carrier,1196,59962.3
2018-06,Tanker,1937,69664.68
2018-06,Passenger,3861,4139.03
2018-06,Barges,685,1034.02
2018-06,Tug,779,175.62
2018-06,Miscellaneous,751,13103.62
2018-07,Container,1545,75340.43
2018-07,Freighter,560,3076.08
2018-07,Bulk Carrier,1208,61871.29
2018-07,Tanker,2007,70818.02
2018-07,Passenger,3935,2969.91
2018-07,Barges,802,1255.28
2018-07,Tug,873,196.69
2018-07,Miscellaneous,675,10497.54
2018-08,Container,1537,75184.39
2018-08,Freighter,618,3319.78
2018-08,Bulk Carrier,1217,62543.15
2018-08,Tanker,1932,67582.94
2018-08,Passenger,3958,2893.37
2018-08,Barges,707,1085.53
2018-08,Tug,808,205.97
2018-08,Miscellaneous,612,9219.89
2018-09,Container,1458,71508.35
2018-09,Freighter,547,3087.95
2018-09,Bulk Carrier,1289,68001.98
2018-09,Tanker,2020,72194.24
2018-09,Passenger,3841,4126.05
2018-09,Barges,742,1149.79
2018-09,Tug,836,205.36
2018-09,Miscellaneous,634,10259.15
2018-10,Container,1474,70930.54
2018-10,Freighter,601,3568.56
2018-10,Bulk Carrier,1257,64727.09
2018-10,Tanker,2046,78066.25
2018-10,Passenger,3927,4417.27
2018-10,Barges,778,1246.06
2018-10,Tug,857,221.8
2018-10,Miscellaneous,689,9907.59
2018-11,Container,1447,72008.49
2018-11,Freighter,599,3364.85
2018-11,Bulk Carrier,1200,60496.94
2018-11,Tanker,2049,76682.55
2018-11,Passenger,3848,5123.13
2018-11,Barges,662,1003.89
2018-11,Tug,749,215.96
2018-11,Miscellaneous,633,9599.45
2018-12,Container,1479,73064.14
2018-12,Freighter,566,3361
2018-12,Bulk Carrier,1284,64210.37
2018-12,Tanker,2062,77065.64
2018-12,Passenger,4174,5796.84
2018-12,Barges,736,1102.49
2018-12,Tug,844,185.5
2018-12,Miscellaneous,578,10221.41
2019-01,Container,1512,74322.98
2019-01,Freighter,627,3695.91
2019-01,Bulk Carrier,1391,72247.05
2019-01,Tanker,2094,80815.86
2019-01,Passenger,3910,5718.91
2019-01,Barges,737,1153.68
2019-01,Tug,847,210.75
2019-01,Miscellaneous,560,10084.96
2019-02,Container,1313,63391.58
2019-02,Freighter,526,3105.69
2019-02,Bulk Carrier,1179,59601.43
2019-02,Tanker,1905,72734.08
2019-02,Passenger,3673,5885.65
2019-02,Barges,544,801.71
2019-02,Tug,629,146.8
2019-02,Miscellaneous,506,8893.39
2019-03,Container,1509,73364.12
2019-03,Freighter,604,3494.76
2019-03,Bulk Carrier,1273,63463.79
2019-03,Tanker,1978,71874.06
2019-03,Passenger,4044,5677.94
2019-03,Barges,714,1103.01
2019-03,Tug,802,178.62
2019-03,Miscellaneous,585,10248.95
2019-04,Container,1471,72799.49
2019-04,Freighter,567,3456.79
2019-04,Bulk Carrier,1265,61229.94
2019-04,Tanker,1974,73286.91
2019-04,Passenger,3982,4431.32
2019-04,Barges,661,1009.85
2019-04,Tug,741,179.86
2019-04,Miscellaneous,582,9637.51
2019-05,Container,1506,75159.97
2019-05,Freighter,591,3929.18
2019-05,Bulk Carrier,1256,60467.67
2019-05,Tanker,2121,79967.59
2019-05,Passenger,4080,4645.61
2019-05,Barges,677,1031.54
2019-05,Tug,824,218.42
2019-05,Miscellaneous,642,10033.76
2019-06,Container,1429,74620.17
2019-06,Freighter,505,3518.12
2019-06,Bulk Carrier,1232,59336.25
2019-06,Tanker,1980,74374.99
2019-06,Passenger,3999,4002.03
2019-06,Barges,617,978.47
2019-06,Tug,740,169.22
2019-06,Miscellaneous,636,10457.58
2019-07,Container,1549,78148.73
2019-07,Freighter,570,3566.5
2019-07,Bulk Carrier,1296,65215.42
2019-07,Tanker,2036,77788.88
2019-07,Passenger,4040,2600.41
2019-07,Barges,682,1062.02
2019-07,Tug,768,199.35
2019-07,Miscellaneous,613,10269.58
2019-08,Container,1489,76068.56
2019-08,Freighter,546,3474.57
2019-08,Bulk Carrier,1381,69118.77
2019-08,Tanker,1999,73994.75
2019-08,Passenger,4220,2866.44
2019-08,Barges,688,1071.89
2019-08,Tug,782,197.21
2019-08,Miscellaneous,634,9981.5
2019-09,Container,1420,74213.12
2019-09,Freighter,514,3708.02
2019-09,Bulk Carrier,1437,76473.82
2019-09,Tanker,2039,75480
2019-09,Passenger,4018,3149.28
2019-09,Barges,702,1081.62
2019-09,Tug,789,190.43
2019-09,Miscellaneous,628,10165.72
2019-10,Container,1455,74303.54
2019-10,Freighter,574,3186.29
2019-10,Bulk Carrier,1415,75629.34
2019-10,Tanker,2170,80638.06
2019-10,Passenger,4176,3469.52
2019-10,Barges,731,1123.9
2019-10,Tug,808,193.67
2019-10,Miscellaneous,697,11737.88
2019-11,Container,1419,74495.41
2019-11,Freighter,568,3110.79
2019-11,Bulk Carrier,1338,68105.06
2019-11,Tanker,2319,81374.88
2019-11,Passenger,3978,5116.54
2019-11,Barges,675,1089.03
2019-11,Tug,790,221.41
2019-11,Miscellaneous,656,11031.04
2019-12,Container,1442,74170.53
2019-12,Freighter,581,3946.43
2019-12,Bulk Carrier,1470,74095.57
2019-12,Tanker,2444,87524.44
2019-12,Passenger,4001,6160.93
2019-12,Barges,719,1146.08
2019-12,Tug,814,197.81
2019-12,Miscellaneous,677,11421.79
2020-01,Container,1418,74664.13
2020-01,Freighter,503,3333.91
2020-01,Bulk Carrier,1455,78651.46
2020-01,Tanker,2507,89245.66
